web-scraper-order,web-scraper-start-url,item_link,item_link-href,item_name,product_id,item_description,item_ingredients,item_price,item_img-src,item_option,item_options_img-src
"1749021619-65","https://www.ediblearrangements.com/new-for-the-season","FREE SHIPPINGLuxe Seasonal Rose BouquetOne Size$84.99","https://www.ediblearrangements.com/fruit-gifts/luxe-seasonal-rose-bouquet-9621?ArrangementGroupID=667","Luxe Seasonal Rose Bouquet","Product Code: 9621","Brighten someone’s day with our beautiful seasonal rose bouquet. Handpicked in a variety of lovely colors, these roses are soft to the touch and have a sweet fragrance that’s irresistible. Perfect for anniversaries, birthdays, or just to say ""I’m thinking of you,"" this arrangement adds warmth to any occasion. It's not just flowers – it’s a simple and heartfelt way to show you care.","[]","$84.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9621_Luxe_Seasonal_Rose_Bouquet_ELT_Q4_vase_s.webp","One Size","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9621_Luxe_Seasonal_Rose_Bouquet_ELT_Q4_vase_s.webp"
"1749021621-66","https://www.ediblearrangements.com/new-for-the-season","With Tajín®In-store Pickup OnlyFresh Fruit Salad with Tajín®One Size$7.99","https://www.ediblearrangements.com/fruit-gifts/fresh-fruit-salad-with-tajin-9593?ArrangementGroupID=667","Fresh Fruit Salad with Tajín®","Product Code: 9593","If you haven't sprinkled Tajín® on your fruit yet, let us do you a solid. Our fruit salad packed with pineapple, cantaloupe and orange is the perfect mix to top with a dash of limey, zesty Tajín®. Even sweeter, it's topped with a white chocolate-dipped pineapple daisy.","[{""item_ingredients"":""Orange""},{""item_ingredients"":""Cantaloupe""},{""item_ingredients"":""Pineapple""},{""item_ingredients"":""Tajin Half Teaspoon""},{""item_ingredients"":""White Chocolate Dipped Pineapple Daisies with Tajin""}]","$7.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9593_7265_Fresh_Fruit_Salad_with_Tajin_s.webp","One Size","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9593_7265_Fresh_Fruit_Salad_with_Tajin_s.webp"
"1749021623-67","https://www.ediblearrangements.com/new-for-the-season","With Tajín®In-Store Pickup OnlyStrawberry Pineapple Smoothie with Tajín®One Size$7.99","https://www.ediblearrangements.com/fruit-gifts/strawberry-pineapple-smoothie-with-tajin-9594?ArrangementGroupID=667","Strawberry Pineapple Smoothie with Tajín®","Product Code: 9594","Sweet, zesty goodness. Wake up your tastebuds with our strawberry pineapple smoothie and a new zing of flavor. Tajín®, get in here! A zip of lime and zesty warmth pair perfectly with our classic smoothie.","[{""item_ingredients"":""Strawberry""},{""item_ingredients"":""Pineapple""},{""item_ingredients"":""Cantaloupe""},{""item_ingredients"":""Smartfruit™ Puree (Contains Coconut)""},{""item_ingredients"":""Ice""},{""item_ingredients"":""Tajin Half Teaspoon""}]","$7.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9594_7266_Strawberry_Pineapple_Smoothie_with_Tajin_2_s.webp","One Size","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9594_7266_Strawberry_Pineapple_Smoothie_with_Tajin_2_s.webp"
"1749021626-68","https://www.ediblearrangements.com/new-for-the-season","With Tajín®In-Store Pickup OnlyDipped Berries & Pineapple with Tajín® - 6 CountOne Size$24.99","https://www.ediblearrangements.com/fruit-gifts/dipped-berries-pineapple-with-tajin-6-count-9596?ArrangementGroupID=667","Dipped Berries & Pineapple with Tajín® - 6 Count","Product Code: 9596","A treat with a summer heat. Can it be beat? That'd be neat... Ok, so we can rhyme. But more importantly, we can satisfy that craving for a not-too-sweet, zesty treat. Dig into our Tajín®-sprinkled, chocolate-dipped berries and pineapples for your new favorite summery dessert.","[{""item_ingredients"":""White Chocolate Dipped Pineapple Daisies with Tajin""},{""item_ingredients"":""Strawberries dipped in semi-sweet chocolate sprinkled with Tajin""},{""item_ingredients"":""Strawberries dipped in white chocolate sprinkled with Tajin""}]","$24.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9596_7268_Dipped_Berries_and_Pineapple_with_Tajin_6ct_everyday.webp","1 - 6ct box","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9596_7268_Dipped_Berries_and_Pineapple_with_Tajin_6ct_everyday.webp"
"1749021628-69","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryCheesecake with Tajín®, Brownie, & Balloon Gift SetFive Sizes Starting At$69.98","https://www.ediblearrangements.com/fruit-gifts/cheesecake-with-tajin-brownie-balloon-gift-set-9632?ArrangementGroupID=667","Cheesecake with Tajín®, Brownie, & Balloon Gift Set","Product Code: 9632","Whatever your reason, add a little extra season(ing) to your gift with this Tajín® addition to our pineapple cheesecake and brownie favorites. Just select your balloons and this sweet, zesty, and special gift will be on its way to your recipient.","[{""item_ingredients"":""Cheesecake Topped with White Chocolate Dipped Pineapple and Tajin""},{""item_ingredients"":""Brownie""}]","$69.98","https://resources.ediblearrangements.com/resources/en-us/i/a/HappyBday_Cheesecake_with_Tajn_Brownie_Balloon_Gift_Set.jpg","Happy Birthday Wrap","https://resources.ediblearrangements.com/resources/en-us/i/a/HappyBday_Cheesecake_with_Tajn_Brownie_Balloon_Gift_Set.jpg"
"1749021628-70","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryCheesecake with Tajín®, Brownie, & Balloon Gift SetFive Sizes Starting At$69.98","https://www.ediblearrangements.com/fruit-gifts/cheesecake-with-tajin-brownie-balloon-gift-set-9632?ArrangementGroupID=667","Cheesecake with Tajín®, Brownie, & Balloon Gift Set","Product Code: 9632","Whatever your reason, add a little extra season(ing) to your gift with this Tajín® addition to our pineapple cheesecake and brownie favorites. Just select your balloons and this sweet, zesty, and special gift will be on its way to your recipient.","[{""item_ingredients"":""Cheesecake Topped with White Chocolate Dipped Pineapple and Tajin""},{""item_ingredients"":""Brownie""}]","$69.98","https://resources.ediblearrangements.com/resources/en-us/i/a/HappyBday_Cheesecake_with_Tajn_Brownie_Balloon_Gift_Set.jpg","Thank You Wrap","https://resources.ediblearrangements.com/resources/en-us/i/a/ThankYou_wCheesecake_with_Tajn_Brownie_Balloon_Gift_Set.jpg"
"1749021628-71","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryCheesecake with Tajín®, Brownie, & Balloon Gift SetFive Sizes Starting At$69.98","https://www.ediblearrangements.com/fruit-gifts/cheesecake-with-tajin-brownie-balloon-gift-set-9632?ArrangementGroupID=667","Cheesecake with Tajín®, Brownie, & Balloon Gift Set","Product Code: 9632","Whatever your reason, add a little extra season(ing) to your gift with this Tajín® addition to our pineapple cheesecake and brownie favorites. Just select your balloons and this sweet, zesty, and special gift will be on its way to your recipient.","[{""item_ingredients"":""Cheesecake Topped with White Chocolate Dipped Pineapple and Tajin""},{""item_ingredients"":""Brownie""}]","$69.98","https://resources.ediblearrangements.com/resources/en-us/i/a/HappyBday_Cheesecake_with_Tajn_Brownie_Balloon_Gift_Set.jpg","I Love You Wrap","https://resources.ediblearrangements.com/resources/en-us/i/a/I_Love_YouCheesecake_with_Tajn_Brownie_Balloon_Gift_Set.jpg"
"1749021628-72","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryCheesecake with Tajín®, Brownie, & Balloon Gift SetFive Sizes Starting At$69.98","https://www.ediblearrangements.com/fruit-gifts/cheesecake-with-tajin-brownie-balloon-gift-set-9632?ArrangementGroupID=667","Cheesecake with Tajín®, Brownie, & Balloon Gift Set","Product Code: 9632","Whatever your reason, add a little extra season(ing) to your gift with this Tajín® addition to our pineapple cheesecake and brownie favorites. Just select your balloons and this sweet, zesty, and special gift will be on its way to your recipient.","[{""item_ingredients"":""Cheesecake Topped with White Chocolate Dipped Pineapple and Tajin""},{""item_ingredients"":""Brownie""}]","$69.98","https://resources.ediblearrangements.com/resources/en-us/i/a/HappyBday_Cheesecake_with_Tajn_Brownie_Balloon_Gift_Set.jpg","Feel Better Wrap","https://resources.ediblearrangements.com/resources/en-us/i/a/FeelBetterCheesecake_with_Tajn_Brownie_Balloon_Gift_Set.jpg"
"1749021628-73","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryCheesecake with Tajín®, Brownie, & Balloon Gift SetFive Sizes Starting At$69.98","https://www.ediblearrangements.com/fruit-gifts/cheesecake-with-tajin-brownie-balloon-gift-set-9632?ArrangementGroupID=667","Cheesecake with Tajín®, Brownie, & Balloon Gift Set","Product Code: 9632","Whatever your reason, add a little extra season(ing) to your gift with this Tajín® addition to our pineapple cheesecake and brownie favorites. Just select your balloons and this sweet, zesty, and special gift will be on its way to your recipient.","[{""item_ingredients"":""Cheesecake Topped with White Chocolate Dipped Pineapple and Tajin""},{""item_ingredients"":""Brownie""}]","$69.98","https://resources.ediblearrangements.com/resources/en-us/i/a/HappyBday_Cheesecake_with_Tajn_Brownie_Balloon_Gift_Set.jpg","Congrats Wrap","https://resources.ediblearrangements.com/resources/en-us/i/a/Congrats_wCheesecake_with_Tajn_Brownie_Balloon_Gift_Set.jpg"
"1749021631-74","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryDipped Fruit & Bakeshop Gift Set with Tajín®Two Sizes Starting At$74.98","https://www.ediblearrangements.com/fruit-gifts/dipped-fruit-bakeshop-gift-set-with-tajin-9633?ArrangementGroupID=667","Dipped Fruit & Bakeshop Gift Set with Tajín®","Product Code: 9633","Some people just want it all. As they should! Especially when it comes to the most zesty, sweet, well-balanced collab on the net. Get a taste of all of our swicy Tajín® creations with this cheesecake, brownie, and dipped fruit packed gift set.","[{""item_ingredients"":""Cheesecake Topped with White Chocolate Dipped Pineapple and Tajin""},{""item_ingredients"":""Brownie""},{""item_ingredients"":""White Chocolate Dipped Pineapple Daisies with Tajin""},{""item_ingredients"":""Strawberries dipped in semi-sweet chocolate sprinkled with Tajin""},{""item_ingredients"":""Strawberries dipped in white chocolate sprinkled with Tajin""}]","$101.98","https://resources.ediblearrangements.com/resources/en-us/i/a/ct12_Dipped_Fruit_Bakeshop_Gift_Set_with_Tajn.jpg","12ct","https://resources.ediblearrangements.com/resources/en-us/i/a/ct12_Dipped_Fruit_Bakeshop_Gift_Set_with_Tajn.jpg"
"1749021631-75","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryDipped Fruit & Bakeshop Gift Set with Tajín®Two Sizes Starting At$74.98","https://www.ediblearrangements.com/fruit-gifts/dipped-fruit-bakeshop-gift-set-with-tajin-9633?ArrangementGroupID=667","Dipped Fruit & Bakeshop Gift Set with Tajín®","Product Code: 9633","Some people just want it all. As they should! Especially when it comes to the most zesty, sweet, well-balanced collab on the net. Get a taste of all of our swicy Tajín® creations with this cheesecake, brownie, and dipped fruit packed gift set.","[{""item_ingredients"":""Cheesecake Topped with White Chocolate Dipped Pineapple and Tajin""},{""item_ingredients"":""Brownie""},{""item_ingredients"":""White Chocolate Dipped Pineapple Daisies with Tajin""},{""item_ingredients"":""Strawberries dipped in semi-sweet chocolate sprinkled with Tajin""},{""item_ingredients"":""Strawberries dipped in white chocolate sprinkled with Tajin""}]","$74.98","https://resources.ediblearrangements.com/resources/en-us/i/a/ct12_Dipped_Fruit_Bakeshop_Gift_Set_with_Tajn.jpg","6 Count","https://resources.ediblearrangements.com/resources/en-us/i/a/6_count_ETDipped_Fruit_Bakeshop_Gift_Set_with_Tajn.jpg"
"1749021633-76","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryCheesecake with Tajín®, Brownie & Bouquet Gift SetTwo Sizes Starting At$89.99","https://www.ediblearrangements.com/fruit-gifts/cheesecake-with-tajin-brownie-bouquet-gift-set-9631?ArrangementGroupID=667","Cheesecake with Tajín®, Brownie & Bouquet Gift Set","Product Code: 9631","Whether you're looking to spice up that special someone's day or even your own, this decadent dose of sweet spice is sure to heat things up. Our rich cheesecakes get a zesty Tajín® sprinkle that pairs great with our classic brownies. And our seasonal summer bouquet is already hot enough on its own.","[{""item_ingredients"":""Cheesecake Topped with White Chocolate Dipped Pineapple and Tajin""},{""item_ingredients"":""Brownie""}]","$104.98","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9631_Cheesecake_with_Tajin_Brownie_and_Bouquet_Gift_Set_vase_MAY.webp","Single with Clear Vase","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9631_Cheesecake_with_Tajin_Brownie_and_Bouquet_Gift_Set_vase_MAY.webp"
"1749021633-77","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryCheesecake with Tajín®, Brownie & Bouquet Gift SetTwo Sizes Starting At$89.99","https://www.ediblearrangements.com/fruit-gifts/cheesecake-with-tajin-brownie-bouquet-gift-set-9631?ArrangementGroupID=667","Cheesecake with Tajín®, Brownie & Bouquet Gift Set","Product Code: 9631","Whether you're looking to spice up that special someone's day or even your own, this decadent dose of sweet spice is sure to heat things up. Our rich cheesecakes get a zesty Tajín® sprinkle that pairs great with our classic brownies. And our seasonal summer bouquet is already hot enough on its own.","[{""item_ingredients"":""Cheesecake Topped with White Chocolate Dipped Pineapple and Tajin""},{""item_ingredients"":""Brownie""}]","$89.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9631_Cheesecake_with_Tajin_Brownie_and_Bouquet_Gift_Set_vase_MAY.webp","Single Bouquet","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9631_Cheesecake_with_Tajin_Brownie_and_Bouquet_Gift_Set_angled_MAY.webp"
"1749021636-78","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryDipped Berries & Pineapple with Tajín® - 12 CountOne Size$51.99","https://www.ediblearrangements.com/fruit-gifts/dipped-berries-pineapple-with-tajin-12-count-9595?ArrangementGroupID=667","Dipped Berries & Pineapple with Tajín® - 12 Count","Product Code: 9595","If you ask us, this zesty, chocolatey combo is a match made in heaven. Now ask yourself, do you really want to share? We suggest you get your fill because once you set these zesty, limey, chocolate-dipped, Tajín®-sprinkled goodies down, they'll disappear.","[{""item_ingredients"":""White Chocolate Dipped Pineapple Daisies with Tajin""},{""item_ingredients"":""Strawberries dipped in semi-sweet chocolate sprinkled with Tajin""},{""item_ingredients"":""Strawberries dipped in white chocolate sprinkled with Tajin""}]","$51.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9595_7267_Dipped_Berries_and_Pineapple_with_Tajin_12ct_everyday.webp","1 - 12ct box","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9595_7267_Dipped_Berries_and_Pineapple_with_Tajin_12ct_everyday.webp"
